ospcomp,uspcomp,nchar
Pr  40Pw  40Bw  10Sb  10, ,24
Cw  70Sb  10La  10Bw  10, ,24
Sb  50La  20Bw  20Sw  10, ,24
Or  60Pw  20Mr  10Bf  10, ,24
Cw  70Bf  10Sb  10La  10, ,24
Pj  40Sb  40Bf  10Bw  10, ,24
Cw  70Bf  10By  10Pw  10, ,24
Bw  40Bf  30Sb  20Pt  10, ,24
Pt  40Bw  20Sb  20Bf  20, ,24
Bf  50Sb  20Sw  20Bw  10, ,24
Sb  60La  20Pj  10Bw  10, ,24
Cw  70Bf  10Bw  10Pb  10, ,24
Pt  40Bf  30Bw  20Sb  10, ,24
Mh  60He  20By  10Or  10,Mh  70Mr  20Bf  10,24
Pw  40PO  40Pj  10Pr  10,Sb  60Bw  20Bf  20,24
Pt  50Bw  30Pj  10Sw  10,Bf  50Sb  30Bw  20,24
Pt  60Bw  20Sb  10Bf  10, ,24
Mh  60Mr  20Be  10Bd  10,,24
Pt  40Sb  30Pj  20Bw  10, ,24
PO  60Bw  20Pj  10Sb  10, ,24
Pt  40Pj  30Sb  20Bw  10, ,24
Pt  50Bf  30Sb  10Bw  10, ,24
Or  60Mh  20Mr  10Bw  10,,24
Pt  40Bf  30Sb  20Sw  10, ,24
Sb  50Mr  20Bw  20Pt  10, ,24
Sb  50Pj  30Bw  10Pt  10, ,24
Cw  50Sb  30La  10Bw  10, ,24
Sb  40Bf  30Pt  20Pj  10, ,24
Pt  70Bf  10Pj  10Bw  10, ,24
Pt  60Mh  20Mr  10Bw  10,NA,24
Bw  40Pt  30Bf  20Sb  10, ,24
Mr  40Bw  30Sw  20Bf  10, ,24
Sb  70Bf  10Sw  10Pt  10, ,24
Bw  40Bf  30Sb  20Pw  10, ,24
Cw  60Bw  20Sb  10Pt  10, ,24
Mh  60Mr  20Bd  10Aw  10,Mr  30PO  30Mh  20Bw  20,24
Pj  50Bf  30Pt  10Sw  10, ,24
Pj  40Pt  30Bw  20Sb  10, ,24
Mh  70Be  10By  10Aw  10,,24
Pr  50Pw  30Pt  10Bf  10, ,24
Bw  60PO  20Sb  10Sw  10, ,24
Pj  70Pt  10Sb  10Bw  10, ,24
Cw  50Bw  20Mr  20Sw  10, ,24
Sb  50Pw  20Bw  20Sw  10, ,24
Pt  40Sb  30Bf  20Bw  10, ,24
Sb  40Pj  40Pt  10Bw  10, ,24
Pw  70Pt  10Mh  10Bw  10,Pr 100,24
Pj  40Sb  40PO  10Bw  10, ,24
Bw  50Sb  20Pt  20Bf  10, ,24
Sb  70Pb  10Bw  10Pt  10, ,24
Bw  40Sb  30Pt  20Pj  10, ,24
Sb  70Sw  10Pt  10Pb  10, ,24
Sb  70Pt  10Cw  10Bf  10, ,24
Sb  70Sw  10Bf  10Pj  10, ,24
Sb  40Pj  20Bf  20Bw  20, ,24
Sb  40Sw  30Pj  20Bf  10,NA,24
Bw  30Sb  30Pj  20Pt  20, ,24
Pj  60Pt  20Bf  10Mr  10, ,24
La  40Sb  20Bf  20Cw  20,La  50Sb  30Cw  20,24
Sb  30Pt  30Pj  30Bf  10, ,24
Sb  50Pt  30Bw  10Pj  10, ,24
He  50Mh  20La  20By  10,,24
Pj  60Sb  20Bw  10La  10, ,24
Pt  50Sw  20Bw  20Bf  10, ,24
Pj  50Sb  30Bw  10Pt  10, ,24
Pj  40Sb  40Bf  10Bw  10, ,24
Pr  70Bf  10Bw  10Sw  10, ,24
Bw  70Sb  10Bf  10Mr  10, ,24
Pt  50Pb  20Sb  20Sw  10,Bf 100,24
Pt  50Bw  30Pj  10Sb  10, ,24
Pj  50Pt  30Sb  10Bf  10, ,24
Bf  60Sb  20Pb  10Pt  10,Pt  70Pb  20Bf  10,24
Bw  50Pt  30Sw  10Bf  10, ,24
Sb  50Bf  20Bw  20Sw  10, ,24
Pt  40Sw  20Bw  20Ab  20, ,24
Sb  60Pt  20La  10Bw  10, ,24
Sb  50Bw  30Pt  10Pj  10, ,24
Pt  70Pj  10Sb  10Bw  10, ,24
Pt  50Pj  20Bw  20Sb  10, ,24
Mh  40By  30Mr  20Sw  10, ,24
Pt  50Bf  20Sb  20Pj  10, ,24
Sb  50Bw  30Pb  10La  10, ,24
Pj  70Sb  10Bw  10Pt  10, ,24
Sb  50Pt  30Pj  10Bw  10, ,24
Mr  60Bw  20Bf  10Pt  10,Pt 100,24
Pr  40Pt  30Bw  20Bf  10, ,24
Sb  50Bw  20Pb  20La  10, ,24
PO  70Sb  10Pw  10Bw  10, ,24
Sb  50By  20Bf  20Pw  10, ,24
Pt  70Bw  10Sw  10Sb  10, ,24
Cw  50Sb  30Bf  10Bw  10, ,24
Pt  30Bw  30Sb  30Pj  10, ,24
Bw  50Mr  20Pt  20Mh  10, ,24
Pt  60Sb  20Bw  10Pj  10, ,24
Bf  50Bw  20Sb  20Pt  10, ,24
Sb  60Pj  20Bw  10Pb  10, ,24
Bw  70Pt  10Sb  10Bf  10, ,24
Sb  60Bf  20Pt  10Bw  10, ,24
Pt  60Bw  20Sb  10Bf  10, ,24
Mh  60By  20Bw  10Bf  10, ,24
Pj  60Pt  20Sb  10Bw  10, ,24
Sb  70Pj  10Bf  10Bw  10, ,24
Sb  70Pj  10Pt  10Cw  10, ,24
Mh  60Bw  20Mr  10Pt  10,NA,24
Pj  70Sw  10Bf  10Sb  10, ,24
Pt  50Bw  30Pj  10Pw  10, ,24
Sb  50La  30Bf  10Pt  10, ,24
Bw  40Pt  30Pj  20Sb  10, ,24
Mh  50Bw  30By  10Ew  10,NA,24
Pt  50Bf  20Pb  20Sb  10, ,24
Sb  50Pj  30Pt  10Bf  10, ,24
Sb  40Bw  30Mr  20Pj  10, ,24
Bf  50Sb  30Sw  10La  10, ,24
Sb  40Pt  30Pj  20Bw  10, ,24
Sb  50Pj  20Bw  20Pt  10,NA,24
Sb  60Bf  20Bw  10Pt  10, ,24
Sb  50Pt  20Pr  20Bw  10, ,24
Pt  50Sb  20Bw  20Bf  10, ,24
Sb  70Bw  10Pj  10Bf  10, ,24
Pj  40Sb  30Pt  20Bw  10, ,24
Pt  60Sb  20Bw  10Bf  10, ,24
Sb  50Bf  20Bw  20Pt  10, ,24
Sb  50Ab  20La  20Bw  10, ,24
Pj  60Sb  20Bf  10La  10, ,24
Pj  40PO  30Sb  20CE  10, ,24
Bf  40Pt  30Bw  20Sb  10, ,24
Sb  40Pt  30Sw  20Bw  10,Sb  40Bf  40Pt  10Bw  10,24
Sb  70La  10Pb  10Cw  10, ,24
Sb  40Bw  20Pb  20La  20, ,24
Pt  40Bw  30Sb  20Bf  10, ,24
Pj  60Bw  20Sb  10Pt  10, ,24
Mh  60Mr  20By  10He  10,Mh  60By  30Mr  10,24
Cw  50Sw  30Pb  10Sb  10, ,24
Bf  50Sb  20Bw  20Mr  10,NA,24
Pt  50Mr  30Pw  10Bw  10, ,24
Pj  40Sb  30Bw  20La  10, ,24
Sb  60Cw  20Sw  10Bw  10, ,24
Sb  40Cw  30Bw  20Pt  10, ,24
Sb  60Pj  20Bw  10Pt  10, ,24
Sb  30Bw  30Bf  20Sw  20, ,24
Sb  40Pj  30Pt  20Bw  10, ,24
Sb  40Pj  30Sw  20La  10, ,24
Pt  50Sb  20Bf  20Bw  10, ,24
Sb  50Cw  30Sw  10La  10, ,24
Mh  50He  20Mr  20By  10, ,24
Pt  50Sw  30Bf  10Bw  10, ,24
He  50Mh  30By  10Bf  10,He 100,24
Bw  50Pt  20Pj  20Sb  10, ,24
Bf  40Sb  30La  20Bw  10,Sb  40Bw  20Bf  10La  20Sw  10,24
Pt  50Bf  20Bw  20Sb  10, ,24
He  60By  20Mr  10Sw  10, ,24
Pj  60Pt  20Bw  10Sb  10, ,24
PO  70Mr  10Pw  10Sw  10,,24
Pt  50Pj  20Bw  20Sb  10, ,24
Sb  50Bf  20Pt  20Pj  10, ,24
Sw  50Bw  20Sb  20Bf  10, ,24
Pt  60Bf  20Bw  10Pb  10, ,24
Pt  50Sb  30Pj  10Bf  10, ,24
Pj  70Sb  10Pt  10Bw  10, ,24
By  50Mh  30Sb  10Mr  10,Mh 100,24
Bf  40Sb  30CE  20Sw  10,,24
He  40Mh  30By  20Bf  10, ,24
Sb  50Pj  30Bf  10Pt  10, ,24
Pt  70Pj  10Sb  10Pb  10, ,24
Bw  50Sb  30Pt  10Mr  10,Bf  80Sb  20,24
Pt  60Bw  20Bf  10Sb  10, ,24
Bw  40Pl  30Sb  20Mr  10, ,24
Sb  60CE  20La  10Bf  10, ,24
Pt  40Pb  40Sb  10Sw  10, ,24
Sb  40Pj  30Bw  20La  10, ,24
Bw  60Mr  20Pt  10By  10, ,24
Bw  40Bf  30Pt  20Sb  10, ,24
Sb  50Pj  30Bw  10Sw  10, ,24
Cw  30Bf  30Sw  20Bw  20, ,24
Sb  40Pj  30Pt  20Bw  10, ,24
Pt  40Bf  30Bw  20Sb  10, ,24
Bw  60Sw  20Sb  10Mr  10, ,24
Sb  50La  20Pt  20Bf  10, ,24
Sb  70Cw  10Bf  10La  10,Sb  40Cw  30Ab  10Bw  10La  10,24
He  60Mh  20By  10Sw  10,He 100,24
Sb  40Cw  30La  20Bw  10, ,24
Bf  50Sw  20Bw  20Pt  10, ,24
Bw  50Pt  20Pj  20Sb  10, ,24
Pj  60Bw  20Pt  10Bf  10, ,24
Bw  70Sb  10Sw  10Pt  10, ,24
Pt  60Bw  20Sb  10Bf  10, ,24
La  70Cw  10Sb  10Pt  10, ,24
Sb  60Bf  20Pj  10Bw  10, ,24
Sb  60Bw  20Bf  10Pj  10, ,24
Pt  30Sb  30Pj  20Bw  20, ,24
Pw  50Bw  20Mr  20Sb  10, ,24
Pt  70Sb  10Bw  10Pb  10, ,24
Mh  70Ab  10He  10Mr  10, ,24
Pj  70Pt  10Bw  10Sb  10, ,24
Sb  70Bf  10Bw  10Pj  10, ,24
Pj  70Sb  10Sw  10Bf  10, ,24
Bw  60Sb  20Pt  10Bf  10, ,24
Ab  50Mr  30Ew  10Be  10, ,24
Bw  60Sb  20Sw  10Bf  10, ,24
Sb  60Pj  20La  10Pt  10,Bf  50Sb  20Bw  20Mr  10,24
Sw  40Bw  30Bf  20Mr  10, ,24
Cw  40Pt  30Bw  20Sb  10, ,24
Mh  50By  30Mr  10Cw  10,NA,24
Sb  40Cw  20Bf  20Bw  20, ,24
Bw  40Sw  30Bf  20Mr  10, ,24
Pj  30Bw  30Sb  20Pt  20, ,24
La  40Sb  40Bf  10Bw  10, ,24
Pj  50Sb  30Pt  10Bw  10, ,24
Mh  70Or  10Bd  10Be  10, ,24
Cw  50Bw  30Sb  10Pt  10, ,24
Pj  50Sb  30Bw  10Pr  10, ,24
Pt  40Sb  30Bw  20Sw  10, ,24
Bw  50Sb  20Pt  20Sw  10, ,24
Sb  40Bf  30Bw  20Pt  10, ,24
Pj  40Sb  30Pt  20Bf  10, ,24
He  60Bw  20Mh  10Sb  10, ,24
Pr  60Pw  20Bw  10Sw  10,NA,24
Sw  40Bf  30Pt  20Bw  10, ,24
Ab  70Bf  10Mr  10Cw  10,,24
Sb  70Bw  10Pj  10La  10, ,24
Bw  40Pt  30Sb  20Bf  10, ,24
Pj  40Bw  30Pt  20Bf  10, ,24
Pr  60Sb  20Bw  10Pj  10, ,24
Sb  40Pj  30Pw  20Bw  10, ,24
Sb  60Pt  20Bf  10Bw  10, ,24
Sb  40La  30Bw  20Pt  10, ,24
Pt  60Bw  20Sb  10Ab  10, ,24
Or  60Mr  20Pl  10Pw  10, ,24
Pw  50Or  30Pr  10Mr  10,,24
Pt  40Bw  20Pj  20Sb  20, ,24
Sb  70Bf  10La  10Pt  10, ,24
Pw  70Bf  10Cw  10Bw  10,Pw  60PO  30Mr  10,24
Cw  50By  30Sw  10Bw  10, ,24
Pj  50Bw  20Sb  20Pt  10, ,24
Bw  50Pt  30Sb  10Bf  10, ,24
Mr  50Ab  30Cw  10By  10, ,24
Pt  50Sw  30Sb  10Pb  10, ,24
Bw  40Ab  30Pb  20Sb  10, ,24
La  40Sb  30Bf  20Pj  10, ,24
Pt  40Sb  20Bw  20Bf  20,Bf 100,24
Sb  40Bf  40Bw  10Sw  10, ,24
Bf  40Sw  30Pt  20Pj  10, ,24
Sb  40Sw  20Bf  20Bw  20, ,24
By  50Mr  20Sb  20Bw  10, ,24
Pt  50Bw  20Sb  20Bf  10, ,24
Mh  70Or  10Mr  10He  10, ,24
Sb  70Bf  10Pt  10Sw  10, ,24
Sb  60Bf  20Pt  10Cw  10, ,24
Pr  60Bw  20Mh  10Pt  10, ,24
Pt  50Bw  20Bf  20Sb  10, ,24
Sb  40Bw  30Pj  20Cw  10, ,24
Pj  70Pt  10Sb  10Bw  10, ,24
Cw  50Sw  30PO  10Ab  10,,24
He  50Mr  30Be  10Bw  10,,24
Sb  40Pt  30Pj  20Bw  10, ,24
Sb  60Pt  20Bw  10Bf  10, ,24
Pj  60Bw  20Sb  10Bf  10, ,24
Sb  60La  20Sw  10Pw  10, ,24
Pt  50Sb  20Bw  20Pj  10, ,24
Pt  40Sw  20Bf  20Bw  20, ,24
Mr  40Pt  30Sb  20Bf  10,NA,24
Sb  50Bw  20La  20Bf  10, ,24
Sb  60Bf  20Sw  10Bw  10, ,24
Sb  70Bw  10Pt  10Pj  10, ,24
Mh  50By  30Sb  10Sw  10, ,24
Bw  40Pt  30Sw  20Mh  10, ,24
Pt  50Pj  30Sb  10Bw  10, ,24
Sb  50Bf  20La  20Cw  10, ,24
Sb  40Pj  30Pb  20Bw  10, ,24
Pt  40Sb  30Bw  20Sw  10, ,24
Sb  60La  20Cw  10Bf  10, ,24
Sb  60Bf  20La  10Cw  10, ,24
Sb  50Bw  30Cw  10La  10, ,24
Pw  50Pr  30Or  10He  10, ,24
Sb  40He  30Bf  20By  10, ,24
Pt  40Sb  30Bw  20Pj  10, ,24
Bw  40Bf  30Sw  20Sb  10, ,24
Pw  70Mr  10Pt  10Cw  10, ,24
Mr  50Pt  20Or  20Bw  10, ,24
Pt  50Bf  20Bw  20Sw  10, ,24
Pj  40Sb  30Pt  20Bw  10, ,24
Sb  50La  30Pj  10Bf  10, ,24
Sb  60Bf  20La  10Pj  10, ,24
Bf  40Sb  30Bw  20Pt  10, ,24
Mh  50By  20Mr  20Sw  10, ,24
By  50He  20Mh  20Be  10, ,24
Bw  40Sb  30Sw  20Pt  10, ,24
Pj  70Bf  10Pt  10Bw  10, ,24
Pr  60Bw  20Pt  10Sw  10, ,24
He  70Mh  10Mr  10By  10,He 100,24
He  50By  20Mr  20Mh  10,,24
Pj  50Sb  20Pt  20Bw  10, ,24
Bw  50Sb  30Pt  10Sw  10, ,24
Pt  50Bf  30Sb  10Bw  10, ,24
Sb  70Bf  10Bw  10La  10, ,24
Pt  70Pj  10Sb  10Bw  10,Mr  60Bf  20Sb  10Bw  10,24
Pt  40Bw  20Or  20Mr  20, ,24
Pt  40Sb  30Bw  20Cw  10,Bf  50Sb  30Bw  10Pt  10,24
Bw  40Bf  30Sb  20Pt  10, ,24
Bw  40Sw  30Sb  20Bf  10, ,24
Sb  40Bw  30Pj  20Pt  10, ,24
Pj  40Pt  20Bw  20Sb  20, ,24
Pt  60Bw  20Sw  10Bf  10, ,24
Sb  60Bf  20Pj  10Bw  10, ,24
Sb  60Pj  20Bf  10Bw  10, ,24
Sb  50Cw  20Bf  20By  10, ,24
Pj  50Sb  20Bw  20Bf  10,NA,24
Sb  70Pt  10Bw  10Sw  10, ,24
Sb  50Bw  20Bf  20Pj  10, ,24
Sb  40Pw  20Bw  20Pj  20,NA,24
Or  60Mr  20Mh  10Bf  10,NA,24
Bw  60Mr  20Sb  10Pw  10, ,24
Pt  50Pj  20Bw  20Mr  10, ,24
Pj  40Bw  30Sb  20Pt  10, ,24
Or  60Mr  20By  10Pw  10,,24
Pt  50Sb  30Bw  10Pw  10, ,24
Pj  50Pt  20Bw  20Sb  10, ,24
Pt  40Bw  30Bf  20Sb  10, ,24
Bw  60Sw  20Sb  10Bf  10, ,24
Sb  60Bf  20Pw  10Bw  10, ,24
Pt  50Bw  20Bf  20Sb  10, ,24
Sb  60La  20Pt  10Bf  10, ,24
Cw  50By  20Bf  20Bw  10, ,24
Ab  40Sb  40Pt  10Bw  10, ,24
Sb  50Bw  20Pj  20Mr  10,NA,24
Pt  60Pj  20Sb  10Bw  10, ,24
Sb  50Bw  30Bf  10Sw  10, ,24
Mh  40By  20Mr  20Or  20, ,24
Pj  50Pt  20Sb  20Bw  10, ,24
Sb  70La  10Bf  10Bw  10, ,24
Mh  40Or  20Bd  20He  20,Mh 100,24
Pt  40Bf  30Sb  20Bw  10, ,24
Pt  60Sb  20Pj  10Bw  10, ,24
He  60By  20Mr  10Mh  10, ,24
PO  40Mr  30Ps  20Pw  10, ,24
Bf  50Sb  30Cw  10Sw  10,Pt  40Sb  20Bf  20Pb  10Bw  10,24
Sb  50La  20Bf  20Sw  10, ,24
Pr  60Pt  20Bw  10Sb  10, ,24
Pt  60Bw  20Sb  10Bf  10, ,24
Pt  70Sw  10Bf  10Bw  10, ,24
Pw  70Mr  10Pt  10Bf  10, ,24
Pr  50Pw  30Sw  10Mr  10, ,24
Mh  70Bd  10Pl  10Bf  10,,24
Sb  30Bf  30Pt  30Bw  10, ,24
Pt  40Bf  30Sb  20Bw  10, ,24
Bw  40Mr  30Pw  20Pt  10,NA,24
Sb  70Pt  10La  10Bw  10, ,24
Sb  50Sw  20Bf  20Bw  10,Sb  40Bf  30Bw  20Sw  10,24
Bf  50Bw  30Pj  10Sw  10, ,24
Pj  50Sb  30Pt  10Bf  10, ,24
Pt  70Bf  10Sb  10Sw  10, ,24
Bw  40Sw  30Sb  20Bf  10, ,24
Pt  60Ab  20Bw  10Sb  10, ,24
Pt  70Bw  10Sb  10Pj  10, ,24
Sb  60Sw  20La  10Bw  10, ,24
Pt  40Sb  30Pb  20Bw  10, ,24
Sb  60Pt  20Sw  10Bw  10, ,24
Sb  60Bf  20Pb  10Sw  10, ,24
Sb  50Pt  20Bw  20Pj  10, ,24
Sb  70Bf  10Bw  10La  10, ,24
Sb  40Pt  20Bw  20Pj  20, ,24
Pt  40Sb  30Sw  20Bf  10, ,24
Sb  60Bw  20Bf  10La  10,Pt  60Sb  20Pj  10Bf  10,24
Sb  30Bf  30Pt  20Bw  20, ,24
Pt  50Bw  20Sb  20Bf  10, ,24
Sb  50Sw  20Bf  20Bw  10, ,24
Sb  60Pj  20Bw  10Pt  10, ,24
Pj  50Pt  20Bw  20Sb  10, ,24
Bw  40Pt  40Sw  10Bf  10, ,24
Mh  60By  20He  10Mr  10, ,24
Mh  50Mr  20Bd  20Aw  10,,24
Sb  60Bw  20Sw  10La  10, ,24
PO  60Bw  20Sw  10Mr  10,,24
Pt  60Sb  20Bw  10Pj  10, ,24
Sb  40Pt  30Pj  20Bw  10, ,24
Sb  70Pt  10Bf  10Bw  10, ,24
Mh  60Cb  20He  10By  10, ,24
Pt  50Pj  30Sb  10Bf  10, ,24
Bw  40Sb  30Pt  20Bf  10, ,24
Sb  40Pj  30Bw  20Pt  10, ,24
Bw  70Pt  10Pj  10Mr  10, ,24
La  50Cw  30Ab  10Bf  10, ,24
PO  60Mr  20Bw  10Bf  10,,24
Bw  50Sb  30Bf  10La  10, ,24
Mh  60By  20He  10Be  10, ,24
Bw  40Bf  30Sb  20Pt  10, ,24
La  60Cw  20Sb  10Pj  10,NA,24
Sb  50Cw  20La  20Bw  10, ,24
Pj  60Sb  20Bw  10Pt  10, ,24
Pt  60Sb  20Pj  10Bw  10, ,24
Pj  50Sb  30Bf  10Bw  10, ,24
Mh  40He  30By  20Cb  10, ,24
Sb  60Bw  20Cw  10La  10, ,24
Sb  60Bw  20Pt  10Sw  10, ,24
Sb  40Pj  30Bw  20Pw  10,Sb 100,24
Pw  50Sw  20Pr  20Bf  10,Pw 100,24
Pt  70Sb  10Sw  10La  10, ,24
PO  40Mr  30Or  20Pw  10,,24
Sb  60Pt  20Bw  10Pj  10, ,24
Bw  50Pj  20Pt  20Sb  10, ,24
Bw  60Sb  20Sw  10Bf  10, ,24
Sb  70Pj  10Bw  10La  10, ,24
Sb  60Bf  20Bw  10Sw  10, ,24
Sb  40Pj  30Bw  20La  10, ,24
Sb  50Pj  20Pt  20Bf  10, ,24
Pt  50Pw  20Sb  20Bw  10,Pt  30Sb  30Bw  30Bf  10,24
Sb  50Pj  30La  10Bf  10, ,24
Pt  40Pj  30Sb  20Bf  10, ,24
Bw  30Pw  30Pt  30Mr  10, ,24
Sb  50Bf  20Cw  20Bw  10, ,24
Pt  50Ab  30Bw  10Bf  10, ,24
Bw  70Pt  10Sb  10Sw  10, ,24
Sb  70Pt  10Pj  10Bw  10, ,24
Sb  50Pt  30Pj  10Bf  10, ,24
Bf  40Bw  30Sw  20Sb  10, ,24
Pb  40Sb  30Or  20Ab  10, ,24
Pt  40Sb  40Sw  10Bw  10,Bf  50Sb  40Bw  10,24
Sb  40Pj  30Bw  20Pt  10, ,24
Bf  40Sb  30Pt  20Pw  10, ,24
Pj  40Sb  30Pt  20Bw  10, ,24
Bw  40Sb  30Sw  20Bf  10, ,24
Bw  50Sb  30Pt  10Bf  10, ,24
Cw  50Sb  30Bw  10Bf  10, ,24
Sb  50Cw  30Pt  10Bw  10, ,24
Bw  50Sb  30Pt  10Bf  10, ,24
Pj  60Pt  20Bw  10Sb  10, ,24
Bw  60PO  20Bf  10Sw  10,,24
Bw  40Pt  30Sb  20Pj  10, ,24
Pr  30Pj  30Sb  30Pt  10, ,24
Pt  40Sb  30Bw  20Bf  10, ,24
Bw  50Mr  30Pw  10Pr  10, ,24
Sb  40Pj  20Pt  20Bw  20, ,24
Sb  70La  10Pt  10Bf  10, ,24
Sb  60Pj  20Bf  10Bw  10, ,24
Sb  50La  20Bw  20Sw  10, ,24
Pt  50Sb  20Bw  20Cw  10, ,24
Mh  60Bf  20By  10Mr  10, ,24
Bw  70Pj  10Pt  10Sb  10, ,24
Bw  50Sb  30Cw  10Pj  10, ,24
Pt  70Sb  10Pj  10Bw  10,Bw  60Pt  20Sb  10Bf  10,24
Bw  60Pt  20Sb  10Pj  10, ,24
Pt  70Pj  10Sb  10Bw  10, ,24
Sb  60Pj  20Bw  10Bf  10, ,24
Sb  60La  20Bf  10Bw  10, ,24
Pt  30Sb  30Bf  20Bw  20, ,24
Pj  50Bw  30Pt  10Sb  10, ,24
Pj  50Sb  20Pt  20Bw  10, ,24
Sb  60Pt  20Pb  10Bf  10, ,24
Pt  70Pj  10Bw  10Ab  10, ,24
Bw  40Pj  30Sb  20Bf  10, ,24
Pt  60Mh  20Mr  10Bf  10, ,24
Pj  50Pt  20Sb  20Bw  10, ,24
Sb  60Bw  20Pj  10Bf  10, ,24
Bf  50Pt  30Ab  10Bw  10, ,24
Mh  60By  20Cw  10Sw  10,NA,24
Sb  60Sw  20Bf  10Pt  10, ,24
Pj  50Pt  30Sb  10Bw  10, ,24
Mh  50By  30He  10Mr  10,,24
Sb  40Pt  30Bf  20Bw  10, ,24
Pt  60Bw  20Sb  10Bf  10, ,24
Sb  50Bw  20Sw  20Pt  10, ,24
Pt  50Sw  20Bf  20Mr  10,Pt  90Mr  10,24
Pt  40Sb  30Pj  20Bw  10, ,24
Sb  40Bw  30Bf  20Pt  10, ,24
Sw  30Sb  30Bw  30Pt  10, ,24
Pj  40Sb  30Bw  20Bf  10, ,24
Pj  50Pt  20Sb  20Bw  10, ,24
Pt  60Bf  20Sw  10Bw  10, ,24
Sb  30Bf  30Bw  30Cw  10, ,24
Pt  50Pj  20Sb  20Bw  10, ,24
Bw  50Pj  20Mr  20Pt  10,NA,24
Bf  50Sb  20Bw  20Pt  10, ,24
Bf  50Sw  30Sb  10Pb  10, ,24
Sb  50Pt  30Bf  10Bw  10, ,24
Pw  70Pj  10Pt  10Bw  10, ,24
La  50Sb  30Bf  10Bw  10, ,24
Bf  50Bw  30Cw  10Sw  10,Pt  50Bw  20Sb  10Cw  10Sw  10,24
Pj  50Pt  20Sb  20Bw  10, ,24
Pt  40La  30Pb  20Sb  10, ,24
Sb  70Cw  10Bf  10By  10, ,24
Bw  70Bf  10Sw  10Sb  10, ,24
Sb  40Pj  30Bw  20Pt  10,Bw  40Pj  20Sb  20Bf  10Pt  10,24
Mh  40He  30By  20Sw  10, ,24
Sb  40Bw  30Bf  20Pt  10, ,24
Sb  70PO  10CE  10Pw  10, ,24
Sb  70Pb  10La  10Cw  10, ,24
Pt  70Sb  10Bf  10Bw  10, ,24
Bw  70Pj  10Sb  10Mh  10, ,24
Pt  40Pj  30Bw  20Sb  10, ,24
Pj  60Sb  20Pt  10Sw  10, ,24
Bw  40Sb  30Cw  20Sw  10, ,24
Bw  40Sb  40Pt  10Pj  10, ,24
Sb  30Pj  30Bw  30Pt  10, ,24
Sb  50Pt  30Bw  10Bf  10, ,24
Sb  40Pj  40Pt  10La  10, ,24
Mh  70Bw  10Or  10Sb  10, ,24
Pt  50Bw  20Bf  20Sb  10, ,24
Pj  70Pt  10Bw  10Sb  10, ,24
Pj  50Pt  20Sb  20Bf  10, ,24
Bf  40Mr  30Bw  20Sw  10, ,24
Bw  50Sb  20Pt  20Pj  10, ,24
Pj  60Bw  20Sb  10Pt  10, ,24
Pt  60Bw  20Pj  10Bf  10, ,24
Pt  40Sb  30Bf  20La  10, ,24
Pt  60Sb  20Bw  10Bf  10, ,24
Sb  50Pt  30Sw  10Bw  10,Bf  80Bw  20,24
Bw  40Pj  40Sb  10Pt  10, ,24
Or  40Pr  20Bw  20Sw  20, ,24
Bw  50Sb  20Bf  20Sw  10, ,24
Pj  50Sb  20Bw  20Pt  10, ,24
Sb  60Pj  20Bf  10Cw  10, ,24
Pw  50Or  30Mr  10Bf  10, ,24
Pt  60Sb  20Sw  10Bf  10,Bf  40Sb  30Pt  20Bw  10,24
Pt  50Bw  30Sb  10Bf  10, ,24
Pj  50Sb  30Bf  10Bw  10, ,24
Sb  40Pj  30PO  20Mr  10, ,24
Bw  40Sw  30Bf  20Sb  10, ,24
Pr  40Pw  30CE  20Bw  10, ,24
Bw  60Pt  20Cw  10Sw  10, ,24
Sb  70La  10Pb  10Bf  10,Pb  30Bf  20Sb  20Bw  10La  10Sw  10,24
Mh  50By  20He  20Mr  10, ,24
Sb  70Bf  10Bw  10Pb  10, ,24
Pt  70Bw  10Sw  10Ab  10,Bf  60Sb  20Sw  10Bw  10,24
Ab  70Pt  10Sb  10Bf  10, ,24
Pj  70Sb  10Pw  10Bw  10, ,24
Sb  50Pt  20Bw  20Bf  10, ,24
Bw  70Bf  10Pt  10Sb  10, ,24
Sb  50Pj  20Bw  20Bf  10, ,24
Bf  50Sb  30Pt  10Bw  10, ,24
Mh  70Mr  10By  10Be  10, ,24
Pj  60Bw  20Pt  10Bf  10, ,24
Sb  50Bw  30Pj  10Sw  10,Sb  70Bf  20Bw  10,24
Bf  50Sb  20Sw  20Bw  10, ,24
Bw  40Sw  30Cw  20Pt  10, ,24
Pt  60Pb  20Bf  10Sb  10, ,24
Mh  60By  20Mr  10Bw  10, ,24
Mh  40Pt  30Mr  20Cw  10, ,24
Cw  50Sb  30Bw  10Bf  10, ,24
Sw  50Bf  20Bw  20Sb  10, ,24
Bf  50Bw  20Pt  20Sw  10, ,24
Cw  70Bw  10Pr  10Ab  10, ,24
Pj  40Bw  30Pt  20Bf  10, ,24
Sb  30Sw  30Bf  30La  10, ,24
Pw  50Bw  30Sb  10Bf  10, ,24
Bf  50Sb  30Bw  10Sw  10, ,24
Sb  40Bf  30Bw  20Pt  10, ,24
Bf  70Sw  10Pt  10Pw  10, ,24
Pt  50Pw  30Mr  10Bw  10, ,24
Bw  50Pt  30Sb  10Bf  10, ,24
Pj  70Sw  10Sb  10Bw  10,Pj  70Sb  10Bf  10Bw  10,24
